year_month,date,Level,Name,Series,Permits
202407,Jul 2024,City/Other,Norcross,Single-Family,1
202408,Aug 2024,City/Other,Norcross,Single-Family,0
202409,Sep 2024,City/Other,Norcross,Single-Family,0
202410,Oct 2024,City/Other,Norcross,Single-Family,0
202411,Nov 2024,City/Other,Norcross,Single-Family,2
202412,Dec 2024,City/Other,Norcross,Single-Family,0
202501,Jan 2025,City/Other,Norcross,Single-Family,0
202502,Feb 2025,City/Other,Norcross,Single-Family,0
202503,Mar 2025,City/Other,Norcross,Single-Family,1
202504,Apr 2025,City/Other,Norcross,Single-Family,1
202505,May 2025,City/Other,Norcross,Single-Family,0
202506,Jun 2025,City/Other,Norcross,Single-Family,0
202507,Jul 2025,City/Other,Norcross,Single-Family,0
202508,Aug 2025,City/Other,Norcross,Single-Family,0
202509,Sep 2025,City/Other,Norcross,Single-Family,0
202510,Oct 2025,City/Other,Norcross,Single-Family,1
202511,Nov 2025,City/Other,Norcross,Single-Family,0
202512,Dec 2025,City/Other,Norcross,Single-Family,0
202407,Jul 2024,City/Other,Palmetto,Single-Family,8
202408,Aug 2024,City/Other,Palmetto,Single-Family,8
202409,Sep 2024,City/Other,Palmetto,Single-Family,7
202410,Oct 2024,City/Other,Palmetto,Single-Family,8
202411,Nov 2024,City/Other,Palmetto,Single-Family,6
202412,Dec 2024,City/Other,Palmetto,Single-Family,6
202501,Jan 2025,City/Other,Palmetto,Single-Family,7
202502,Feb 2025,City/Other,Palmetto,Single-Family,7
202503,Mar 2025,City/Other,Palmetto,Single-Family,8
202504,Apr 2025,City/Other,Palmetto,Single-Family,5
202505,May 2025,City/Other,Palmetto,Single-Family,6
202506,Jun 2025,City/Other,Palmetto,Single-Family,5
202507,Jul 2025,City/Other,Palmetto,Single-Family,5
202508,Aug 2025,City/Other,Palmetto,Single-Family,0
202509,Sep 2025,City/Other,Palmetto,Single-Family,0
202510,Oct 2025,City/Other,Palmetto,Single-Family,0
202511,Nov 2025,City/Other,Palmetto,Single-Family,0
202512,Dec 2025,City/Other,Palmetto,Single-Family,0
202407,Jul 2024,City/Other,Peachtree City,Single-Family,10
202408,Aug 2024,City/Other,Peachtree City,Single-Family,11
202409,Sep 2024,City/Other,Peachtree City,Single-Family,9
202410,Oct 2024,City/Other,Peachtree City,Single-Family,10
202411,Nov 2024,City/Other,Peachtree City,Single-Family,8
202412,Dec 2024,City/Other,Peachtree City,Single-Family,9
202501,Jan 2025,City/Other,Peachtree City,Single-Family,9
202502,Feb 2025,City/Other,Peachtree City,Single-Family,10
202503,Mar 2025,City/Other,Peachtree City,Single-Family,11
202504,Apr 2025,City/Other,Peachtree City,Single-Family,14
202505,May 2025,City/Other,Peachtree City,Single-Family,14
202506,Jun 2025,City/Other,Peachtree City,Single-Family,13
202507,Jul 2025,City/Other,Peachtree City,Single-Family,14
202508,Aug 2025,City/Other,Peachtree City,Single-Family,12
202509,Sep 2025,City/Other,Peachtree City,Single-Family,12
202510,Oct 2025,City/Other,Peachtree City,Single-Family,12
202511,Nov 2025,City/Other,Peachtree City,Single-Family,0
202512,Dec 2025,City/Other,Peachtree City,Single-Family,0
202407,Jul 2024,City/Other,Peachtree Corners,Single-Family,1
202408,Aug 2024,City/Other,Peachtree Corners,Single-Family,11
202409,Sep 2024,City/Other,Peachtree Corners,Single-Family,0
202410,Oct 2024,City/Other,Peachtree Corners,Single-Family,11
202411,Nov 2024,City/Other,Peachtree Corners,Single-Family,0
202412,Dec 2024,City/Other,Peachtree Corners,Single-Family,0
202501,Jan 2025,City/Other,Peachtree Corners,Single-Family,2
202502,Feb 2025,City/Other,Peachtree Corners,Single-Family,11
202503,Mar 2025,City/Other,Peachtree Corners,Single-Family,0
202504,Apr 2025,City/Other,Peachtree Corners,Single-Family,0
202505,May 2025,City/Other,Peachtree Corners,Single-Family,0
202506,Jun 2025,City/Other,Peachtree Corners,Single-Family,17
202507,Jul 2025,City/Other,Peachtree Corners,Single-Family,10
202508,Aug 2025,City/Other,Peachtree Corners,Single-Family,1
202509,Sep 2025,City/Other,Peachtree Corners,Single-Family,0
202510,Oct 2025,City/Other,Peachtree Corners,Single-Family,1
202511,Nov 2025,City/Other,Peachtree Corners,Single-Family,1
202512,Dec 2025,City/Other,Peachtree Corners,Single-Family,1
202407,Jul 2024,City/Other,Pine Lake,Single-Family,0
202408,Aug 2024,City/Other,Pine Lake,Single-Family,0
202409,Sep 2024,City/Other,Pine Lake,Single-Family,0
202410,Oct 2024,City/Other,Pine Lake,Single-Family,0
202411,Nov 2024,City/Other,Pine Lake,Single-Family,0
202412,Dec 2024,City/Other,Pine Lake,Single-Family,0
202501,Jan 2025,City/Other,Pine Lake,Single-Family,0
202502,Feb 2025,City/Other,Pine Lake,Single-Family,0
202503,Mar 2025,City/Other,Pine Lake,Single-Family,0
202504,Apr 2025,City/Other,Pine Lake,Single-Family,0
202505,May 2025,City/Other,Pine Lake,Single-Family,0
202506,Jun 2025,City/Other,Pine Lake,Single-Family,0
202507,Jul 2025,City/Other,Pine Lake,Single-Family,1
202508,Aug 2025,City/Other,Pine Lake,Single-Family,0
202509,Sep 2025,City/Other,Pine Lake,Single-Family,0
202510,Oct 2025,City/Other,Pine Lake,Single-Family,0
202511,Nov 2025,City/Other,Pine Lake,Single-Family,0
202512,Dec 2025,City/Other,Pine Lake,Single-Family,0
202407,Jul 2024,City/Other,Powder Springs,Single-Family,17
202408,Aug 2024,City/Other,Powder Springs,Single-Family,13
202409,Sep 2024,City/Other,Powder Springs,Single-Family,11
202410,Oct 2024,City/Other,Powder Springs,Single-Family,14
202411,Nov 2024,City/Other,Powder Springs,Single-Family,0
202412,Dec 2024,City/Other,Powder Springs,Single-Family,10
202501,Jan 2025,City/Other,Powder Springs,Single-Family,12
202502,Feb 2025,City/Other,Powder Springs,Single-Family,12
202503,Mar 2025,City/Other,Powder Springs,Single-Family,13
202504,Apr 2025,City/Other,Powder Springs,Single-Family,16
202505,May 2025,City/Other,Powder Springs,Single-Family,16
202506,Jun 2025,City/Other,Powder Springs,Single-Family,15
202507,Jul 2025,City/Other,Powder Springs,Single-Family,15
202508,Aug 2025,City/Other,Powder Springs,Single-Family,14
202509,Sep 2025,City/Other,Powder Springs,Single-Family,13
202510,Oct 2025,City/Other,Powder Springs,Single-Family,13
202511,Nov 2025,City/Other,Powder Springs,Single-Family,10
202512,Dec 2025,City/Other,Powder Springs,Single-Family,11
202407,Jul 2024,City/Other,Riverdale,Single-Family,0
202408,Aug 2024,City/Other,Riverdale,Single-Family,0
202409,Sep 2024,City/Other,Riverdale,Single-Family,0
202410,Oct 2024,City/Other,Riverdale,Single-Family,0
202411,Nov 2024,City/Other,Riverdale,Single-Family,0
202412,Dec 2024,City/Other,Riverdale,Single-Family,0
202501,Jan 2025,City/Other,Riverdale,Single-Family,0
202502,Feb 2025,City/Other,Riverdale,Single-Family,0
202503,Mar 2025,City/Other,Riverdale,Single-Family,0
202504,Apr 2025,City/Other,Riverdale,Single-Family,0
202505,May 2025,City/Other,Riverdale,Single-Family,0
202506,Jun 2025,City/Other,Riverdale,Single-Family,0
202507,Jul 2025,City/Other,Riverdale,Single-Family,0
202508,Aug 2025,City/Other,Riverdale,Single-Family,0
202509,Sep 2025,City/Other,Riverdale,Single-Family,0
202510,Oct 2025,City/Other,Riverdale,Single-Family,0
202511,Nov 2025,City/Other,Riverdale,Single-Family,0
202512,Dec 2025,City/Other,Riverdale,Single-Family,0
202407,Jul 2024,County,Rockdale,Single-Family,107
202408,Aug 2024,County,Rockdale,Single-Family,45
202409,Sep 2024,County,Rockdale,Single-Family,24
202410,Oct 2024,County,Rockdale,Single-Family,9
202411,Nov 2024,County,Rockdale,Single-Family,26
202412,Dec 2024,County,Rockdale,Single-Family,2
202501,Jan 2025,County,Rockdale,Single-Family,29
202502,Feb 2025,County,Rockdale,Single-Family,12
202503,Mar 2025,County,Rockdale,Single-Family,24
202504,Apr 2025,County,Rockdale,Single-Family,49
202505,May 2025,County,Rockdale,Single-Family,45
202506,Jun 2025,County,Rockdale,Single-Family,12
202507,Jul 2025,County,Rockdale,Single-Family,29
202508,Aug 2025,County,Rockdale,Single-Family,59
202509,Sep 2025,County,Rockdale,Single-Family,2
202510,Oct 2025,County,Rockdale,Single-Family,45
202511,Nov 2025,County,Rockdale,Single-Family,23
202512,Dec 2025,County,Rockdale,Single-Family,14
202407,Jul 2024,City/Other,Roswell,Single-Family,40
202408,Aug 2024,City/Other,Roswell,Single-Family,14
202409,Sep 2024,City/Other,Roswell,Single-Family,4
202410,Oct 2024,City/Other,Roswell,Single-Family,0
202411,Nov 2024,City/Other,Roswell,Single-Family,5
202412,Dec 2024,City/Other,Roswell,Single-Family,9
202501,Jan 2025,City/Other,Roswell,Single-Family,7
202502,Feb 2025,City/Other,Roswell,Single-Family,3
202503,Mar 2025,City/Other,Roswell,Single-Family,9
202504,Apr 2025,City/Other,Roswell,Single-Family,3
202505,May 2025,City/Other,Roswell,Single-Family,2
202506,Jun 2025,City/Other,Roswell,Single-Family,2
202507,Jul 2025,City/Other,Roswell,Single-Family,1
202508,Aug 2025,City/Other,Roswell,Single-Family,5
202509,Sep 2025,City/Other,Roswell,Single-Family,4
202510,Oct 2025,City/Other,Roswell,Single-Family,3
202511,Nov 2025,City/Other,Roswell,Single-Family,1
202512,Dec 2025,City/Other,Roswell,Single-Family,7
202407,Jul 2024,City/Other,Sandy Springs,Single-Family,7
202408,Aug 2024,City/Other,Sandy Springs,Single-Family,7
202409,Sep 2024,City/Other,Sandy Springs,Single-Family,4
202410,Oct 2024,City/Other,Sandy Springs,Single-Family,7
202411,Nov 2024,City/Other,Sandy Springs,Single-Family,6
202412,Dec 2024,City/Other,Sandy Springs,Single-Family,1
202501,Jan 2025,City/Other,Sandy Springs,Single-Family,5
202502,Feb 2025,City/Other,Sandy Springs,Single-Family,0
202503,Mar 2025,City/Other,Sandy Springs,Single-Family,1
202504,Apr 2025,City/Other,Sandy Springs,Single-Family,0
202505,May 2025,City/Other,Sandy Springs,Single-Family,0
202506,Jun 2025,City/Other,Sandy Springs,Single-Family,30
202507,Jul 2025,City/Other,Sandy Springs,Single-Family,7
202508,Aug 2025,City/Other,Sandy Springs,Single-Family,4
202509,Sep 2025,City/Other,Sandy Springs,Single-Family,8
202510,Oct 2025,City/Other,Sandy Springs,Single-Family,5
202511,Nov 2025,City/Other,Sandy Springs,Single-Family,6
202512,Dec 2025,City/Other,Sandy Springs,Single-Family,5
202407,Jul 2024,City/Other,Smyrna,Single-Family,2
202408,Aug 2024,City/Other,Smyrna,Single-Family,12
202409,Sep 2024,City/Other,Smyrna,Single-Family,5
202410,Oct 2024,City/Other,Smyrna,Single-Family,1
202411,Nov 2024,City/Other,Smyrna,Single-Family,12
202412,Dec 2024,City/Other,Smyrna,Single-Family,1
202501,Jan 2025,City/Other,Smyrna,Single-Family,19
202502,Feb 2025,City/Other,Smyrna,Single-Family,4
202503,Mar 2025,City/Other,Smyrna,Single-Family,25
202504,Apr 2025,City/Other,Smyrna,Single-Family,12
202505,May 2025,City/Other,Smyrna,Single-Family,8
202506,Jun 2025,City/Other,Smyrna,Single-Family,3
202507,Jul 2025,City/Other,Smyrna,Single-Family,8
202508,Aug 2025,City/Other,Smyrna,Single-Family,0
202509,Sep 2025,City/Other,Smyrna,Single-Family,59
202510,Oct 2025,City/Other,Smyrna,Single-Family,9
202511,Nov 2025,City/Other,Smyrna,Single-Family,1
202512,Dec 2025,City/Other,Smyrna,Single-Family,6
202407,Jul 2024,City/Other,Snellville,Single-Family,3
202408,Aug 2024,City/Other,Snellville,Single-Family,1
202409,Sep 2024,City/Other,Snellville,Single-Family,1
202410,Oct 2024,City/Other,Snellville,Single-Family,2
202411,Nov 2024,City/Other,Snellville,Single-Family,1
202412,Dec 2024,City/Other,Snellville,Single-Family,1
202501,Jan 2025,City/Other,Snellville,Single-Family,3
202502,Feb 2025,City/Other,Snellville,Single-Family,1
202503,Mar 2025,City/Other,Snellville,Single-Family,5
202504,Apr 2025,City/Other,Snellville,Single-Family,7
202505,May 2025,City/Other,Snellville,Single-Family,6
202506,Jun 2025,City/Other,Snellville,Single-Family,14
202507,Jul 2025,City/Other,Snellville,Single-Family,2
202508,Aug 2025,City/Other,Snellville,Single-Family,4
202509,Sep 2025,City/Other,Snellville,Single-Family,7
202510,Oct 2025,City/Other,Snellville,Single-Family,11
202511,Nov 2025,City/Other,Snellville,Single-Family,0
202512,Dec 2025,City/Other,Snellville,Single-Family,8
202407,Jul 2024,City/Other,South Fulton,Single-Family,87
202408,Aug 2024,City/Other,South Fulton,Single-Family,100
202409,Sep 2024,City/Other,South Fulton,Single-Family,66
202410,Oct 2024,City/Other,South Fulton,Single-Family,47
202411,Nov 2024,City/Other,South Fulton,Single-Family,71
202412,Dec 2024,City/Other,South Fulton,Single-Family,24
202501,Jan 2025,City/Other,South Fulton,Single-Family,34
202502,Feb 2025,City/Other,South Fulton,Single-Family,56
202503,Mar 2025,City/Other,South Fulton,Single-Family,74
202504,Apr 2025,City/Other,South Fulton,Single-Family,24
202505,May 2025,City/Other,South Fulton,Single-Family,44
202506,Jun 2025,City/Other,South Fulton,Single-Family,38
202507,Jul 2025,City/Other,South Fulton,Single-Family,28
202508,Aug 2025,City/Other,South Fulton,Single-Family,74
202509,Sep 2025,City/Other,South Fulton,Single-Family,55
202510,Oct 2025,City/Other,South Fulton,Single-Family,48
202511,Nov 2025,City/Other,South Fulton,Single-Family,32
202512,Dec 2025,City/Other,South Fulton,Single-Family,33
202407,Jul 2024,City/Other,Stockbridge,Single-Family,7
202408,Aug 2024,City/Other,Stockbridge,Single-Family,19
202409,Sep 2024,City/Other,Stockbridge,Single-Family,13
202410,Oct 2024,City/Other,Stockbridge,Single-Family,22
202411,Nov 2024,City/Other,Stockbridge,Single-Family,2
202412,Dec 2024,City/Other,Stockbridge,Single-Family,9
202501,Jan 2025,City/Other,Stockbridge,Single-Family,15
202502,Feb 2025,City/Other,Stockbridge,Single-Family,12
202503,Mar 2025,City/Other,Stockbridge,Single-Family,1
202504,Apr 2025,City/Other,Stockbridge,Single-Family,38
202505,May 2025,City/Other,Stockbridge,Single-Family,2
202506,Jun 2025,City/Other,Stockbridge,Single-Family,44
202507,Jul 2025,City/Other,Stockbridge,Single-Family,30
202508,Aug 2025,City/Other,Stockbridge,Single-Family,13
202509,Sep 2025,City/Other,Stockbridge,Single-Family,2
202510,Oct 2025,City/Other,Stockbridge,Single-Family,6
202511,Nov 2025,City/Other,Stockbridge,Single-Family,34
202512,Dec 2025,City/Other,Stockbridge,Single-Family,8
202407,Jul 2024,City/Other,Stone Mountain,Single-Family,1
202408,Aug 2024,City/Other,Stone Mountain,Single-Family,0
202409,Sep 2024,City/Other,Stone Mountain,Single-Family,0
202410,Oct 2024,City/Other,Stone Mountain,Single-Family,0
202411,Nov 2024,City/Other,Stone Mountain,Single-Family,0
202412,Dec 2024,City/Other,Stone Mountain,Single-Family,0
202501,Jan 2025,City/Other,Stone Mountain,Single-Family,0
202502,Feb 2025,City/Other,Stone Mountain,Single-Family,0
202503,Mar 2025,City/Other,Stone Mountain,Single-Family,0
202504,Apr 2025,City/Other,Stone Mountain,Single-Family,0
202505,May 2025,City/Other,Stone Mountain,Single-Family,0
202506,Jun 2025,City/Other,Stone Mountain,Single-Family,0
202507,Jul 2025,City/Other,Stone Mountain,Single-Family,0
202508,Aug 2025,City/Other,Stone Mountain,Single-Family,0
202509,Sep 2025,City/Other,Stone Mountain,Single-Family,0
202510,Oct 2025,City/Other,Stone Mountain,Single-Family,0
202511,Nov 2025,City/Other,Stone Mountain,Single-Family,0
202512,Dec 2025,City/Other,Stone Mountain,Single-Family,0
202407,Jul 2024,City/Other,Stonecrest,Single-Family,1
202408,Aug 2024,City/Other,Stonecrest,Single-Family,20
202409,Sep 2024,City/Other,Stonecrest,Single-Family,3
202410,Oct 2024,City/Other,Stonecrest,Single-Family,11
202411,Nov 2024,City/Other,Stonecrest,Single-Family,2
202412,Dec 2024,City/Other,Stonecrest,Single-Family,8
202501,Jan 2025,City/Other,Stonecrest,Single-Family,12
202502,Feb 2025,City/Other,Stonecrest,Single-Family,2
202503,Mar 2025,City/Other,Stonecrest,Single-Family,0
202504,Apr 2025,City/Other,Stonecrest,Single-Family,1
202505,May 2025,City/Other,Stonecrest,Single-Family,1
202506,Jun 2025,City/Other,Stonecrest,Single-Family,0
202507,Jul 2025,City/Other,Stonecrest,Single-Family,0
202508,Aug 2025,City/Other,Stonecrest,Single-Family,0
202509,Sep 2025,City/Other,Stonecrest,Single-Family,3
202510,Oct 2025,City/Other,Stonecrest,Single-Family,75
202511,Nov 2025,City/Other,Stonecrest,Single-Family,0
202512,Dec 2025,City/Other,Stonecrest,Single-Family,3
202407,Jul 2024,City/Other,Sugar Hill,Single-Family,3
202408,Aug 2024,City/Other,Sugar Hill,Single-Family,11
202409,Sep 2024,City/Other,Sugar Hill,Single-Family,9
202410,Oct 2024,City/Other,Sugar Hill,Single-Family,8
202411,Nov 2024,City/Other,Sugar Hill,Single-Family,2
202412,Dec 2024,City/Other,Sugar Hill,Single-Family,13
202501,Jan 2025,City/Other,Sugar Hill,Single-Family,3
202502,Feb 2025,City/Other,Sugar Hill,Single-Family,10
202503,Mar 2025,City/Other,Sugar Hill,Single-Family,6
202504,Apr 2025,City/Other,Sugar Hill,Single-Family,24
202505,May 2025,City/Other,Sugar Hill,Single-Family,16
202506,Jun 2025,City/Other,Sugar Hill,Single-Family,20
202507,Jul 2025,City/Other,Sugar Hill,Single-Family,7
202508,Aug 2025,City/Other,Sugar Hill,Single-Family,18
202509,Sep 2025,City/Other,Sugar Hill,Single-Family,5
202510,Oct 2025,City/Other,Sugar Hill,Single-Family,17
202511,Nov 2025,City/Other,Sugar Hill,Single-Family,8
202512,Dec 2025,City/Other,Sugar Hill,Single-Family,16
202407,Jul 2024,City/Other,Suwanee,Single-Family,7
202408,Aug 2024,City/Other,Suwanee,Single-Family,0
202409,Sep 2024,City/Other,Suwanee,Single-Family,1
202410,Oct 2024,City/Other,Suwanee,Single-Family,1
202411,Nov 2024,City/Other,Suwanee,Single-Family,0
202412,Dec 2024,City/Other,Suwanee,Single-Family,0
202501,Jan 2025,City/Other,Suwanee,Single-Family,0
202502,Feb 2025,City/Other,Suwanee,Single-Family,0
202503,Mar 2025,City/Other,Suwanee,Single-Family,14
202504,Apr 2025,City/Other,Suwanee,Single-Family,16
202505,May 2025,City/Other,Suwanee,Single-Family,0
202506,Jun 2025,City/Other,Suwanee,Single-Family,4
202507,Jul 2025,City/Other,Suwanee,Single-Family,8
202508,Aug 2025,City/Other,Suwanee,Single-Family,2
202509,Sep 2025,City/Other,Suwanee,Single-Family,0
202510,Oct 2025,City/Other,Suwanee,Single-Family,0
202511,Nov 2025,City/Other,Suwanee,Single-Family,3
202512,Dec 2025,City/Other,Suwanee,Single-Family,1
202407,Jul 2024,City/Other,Tucker,Single-Family,3
202408,Aug 2024,City/Other,Tucker,Single-Family,2
202409,Sep 2024,City/Other,Tucker,Single-Family,1
202410,Oct 2024,City/Other,Tucker,Single-Family,2
202411,Nov 2024,City/Other,Tucker,Single-Family,2
202412,Dec 2024,City/Other,Tucker,Single-Family,0
202501,Jan 2025,City/Other,Tucker,Single-Family,0
202502,Feb 2025,City/Other,Tucker,Single-Family,0
202503,Mar 2025,City/Other,Tucker,Single-Family,3
202504,Apr 2025,City/Other,Tucker,Single-Family,1
202505,May 2025,City/Other,Tucker,Single-Family,0
202506,Jun 2025,City/Other,Tucker,Single-Family,0
202507,Jul 2025,City/Other,Tucker,Single-Family,3
202508,Aug 2025,City/Other,Tucker,Single-Family,1
202509,Sep 2025,City/Other,Tucker,Single-Family,3
202510,Oct 2025,City/Other,Tucker,Single-Family,0
202511,Nov 2025,City/Other,Tucker,Single-Family,0
202512,Dec 2025,City/Other,Tucker,Single-Family,0
202407,Jul 2024,City/Other,Tyrone,Single-Family,1
202408,Aug 2024,City/Other,Tyrone,Single-Family,1
202409,Sep 2024,City/Other,Tyrone,Single-Family,1
202410,Oct 2024,City/Other,Tyrone,Single-Family,2
202411,Nov 2024,City/Other,Tyrone,Single-Family,1
202412,Dec 2024,City/Other,Tyrone,Single-Family,1
202501,Jan 2025,City/Other,Tyrone,Single-Family,1
202502,Feb 2025,City/Other,Tyrone,Single-Family,1
202503,Mar 2025,City/Other,Tyrone,Single-Family,1
202504,Apr 2025,City/Other,Tyrone,Single-Family,2
202505,May 2025,City/Other,Tyrone,Single-Family,1
202506,Jun 2025,City/Other,Tyrone,Single-Family,1
202507,Jul 2025,City/Other,Tyrone,Single-Family,2
202508,Aug 2025,City/Other,Tyrone,Single-Family,1
202509,Sep 2025,City/Other,Tyrone,Single-Family,1
202510,Oct 2025,City/Other,Tyrone,Single-Family,1
202511,Nov 2025,City/Other,Tyrone,Single-Family,1
202512,Dec 2025,City/Other,Tyrone,Single-Family,1
202407,Jul 2024,City/Other,Union City,Single-Family,23
202408,Aug 2024,City/Other,Union City,Single-Family,25
202409,Sep 2024,City/Other,Union City,Single-Family,16
202410,Oct 2024,City/Other,Union City,Single-Family,39
202411,Nov 2024,City/Other,Union City,Single-Family,13
202412,Dec 2024,City/Other,Union City,Single-Family,15
202501,Jan 2025,City/Other,Union City,Single-Family,18
202502,Feb 2025,City/Other,Union City,Single-Family,17
202503,Mar 2025,City/Other,Union City,Single-Family,18
202504,Apr 2025,City/Other,Union City,Single-Family,23
202505,May 2025,City/Other,Union City,Single-Family,23
202506,Jun 2025,City/Other,Union City,Single-Family,21
202507,Jul 2025,City/Other,Union City,Single-Family,22
202508,Aug 2025,City/Other,Union City,Single-Family,20
202509,Sep 2025,City/Other,Union City,Single-Family,19
202510,Oct 2025,City/Other,Union City,Single-Family,19
202511,Nov 2025,City/Other,Union City,Single-Family,15
202512,Dec 2025,City/Other,Union City,Single-Family,17
202407,Jul 2024,City/Other,Woodstock,Single-Family,6
202408,Aug 2024,City/Other,Woodstock,Single-Family,23
202409,Sep 2024,City/Other,Woodstock,Single-Family,13
202410,Oct 2024,City/Other,Woodstock,Single-Family,9
202411,Nov 2024,City/Other,Woodstock,Single-Family,22
202412,Dec 2024,City/Other,Woodstock,Single-Family,5
202501,Jan 2025,City/Other,Woodstock,Single-Family,24
202502,Feb 2025,City/Other,Woodstock,Single-Family,24
202503,Mar 2025,City/Other,Woodstock,Single-Family,12
202504,Apr 2025,City/Other,Woodstock,Single-Family,17
202505,May 2025,City/Other,Woodstock,Single-Family,19
202506,Jun 2025,City/Other,Woodstock,Single-Family,34
202507,Jul 2025,City/Other,Woodstock,Single-Family,39
202508,Aug 2025,City/Other,Woodstock,Single-Family,7
202509,Sep 2025,City/Other,Woodstock,Single-Family,13
202510,Oct 2025,City/Other,Woodstock,Single-Family,20
202511,Nov 2025,City/Other,Woodstock,Single-Family,8
202512,Dec 2025,City/Other,Woodstock,Single-Family,5
202407,Jul 2024,City/Other,Acworth,Multi-Family,0
202408,Aug 2024,City/Other,Acworth,Multi-Family,0
202409,Sep 2024,City/Other,Acworth,Multi-Family,0
202410,Oct 2024,City/Other,Acworth,Multi-Family,0
202411,Nov 2024,City/Other,Acworth,Multi-Family,0
202412,Dec 2024,City/Other,Acworth,Multi-Family,0
202501,Jan 2025,City/Other,Acworth,Multi-Family,0
202502,Feb 2025,City/Other,Acworth,Multi-Family,0
202503,Mar 2025,City/Other,Acworth,Multi-Family,0
202504,Apr 2025,City/Other,Acworth,Multi-Family,0
202505,May 2025,City/Other,Acworth,Multi-Family,0
202506,Jun 2025,City/Other,Acworth,Multi-Family,0
202507,Jul 2025,City/Other,Acworth,Multi-Family,0
202508,Aug 2025,City/Other,Acworth,Multi-Family,0
202509,Sep 2025,City/Other,Acworth,Multi-Family,0
202510,Oct 2025,City/Other,Acworth,Multi-Family,0
202511,Nov 2025,City/Other,Acworth,Multi-Family,0
202512,Dec 2025,City/Other,Acworth,Multi-Family,0
202407,Jul 2024,City/Other,Alpharetta,Multi-Family,0
202408,Aug 2024,City/Other,Alpharetta,Multi-Family,0
202409,Sep 2024,City/Other,Alpharetta,Multi-Family,0
202410,Oct 2024,City/Other,Alpharetta,Multi-Family,0
202411,Nov 2024,City/Other,Alpharetta,Multi-Family,0
202412,Dec 2024,City/Other,Alpharetta,Multi-Family,0
202501,Jan 2025,City/Other,Alpharetta,Multi-Family,0
202502,Feb 2025,City/Other,Alpharetta,Multi-Family,0
202503,Mar 2025,City/Other,Alpharetta,Multi-Family,0
202504,Apr 2025,City/Other,Alpharetta,Multi-Family,0
202505,May 2025,City/Other,Alpharetta,Multi-Family,0
202506,Jun 2025,City/Other,Alpharetta,Multi-Family,0
202507,Jul 2025,City/Other,Alpharetta,Multi-Family,0
202508,Aug 2025,City/Other,Alpharetta,Multi-Family,0
202509,Sep 2025,City/Other,Alpharetta,Multi-Family,0
202510,Oct 2025,City/Other,Alpharetta,Multi-Family,0
202511,Nov 2025,City/Other,Alpharetta,Multi-Family,0
202512,Dec 2025,City/Other,Alpharetta,Multi-Family,0
202407,Jul 2024,City/Other,Atlanta,Multi-Family,566
202408,Aug 2024,City/Other,Atlanta,Multi-Family,363
202409,Sep 2024,City/Other,Atlanta,Multi-Family,953
202410,Oct 2024,City/Other,Atlanta,Multi-Family,403
202411,Nov 2024,City/Other,Atlanta,Multi-Family,251
202412,Dec 2024,City/Other,Atlanta,Multi-Family,1397
202501,Jan 2025,City/Other,Atlanta,Multi-Family,690
202502,Feb 2025,City/Other,Atlanta,Multi-Family,486
202503,Mar 2025,City/Other,Atlanta,Multi-Family,297
202504,Apr 2025,City/Other,Atlanta,Multi-Family,201
202505,May 2025,City/Other,Atlanta,Multi-Family,740
202506,Jun 2025,City/Other,Atlanta,Multi-Family,195
202507,Jul 2025,City/Other,Atlanta,Multi-Family,469
202508,Aug 2025,City/Other,Atlanta,Multi-Family,158
202509,Sep 2025,City/Other,Atlanta,Multi-Family,405
202510,Oct 2025,City/Other,Atlanta,Multi-Family,469
202511,Nov 2025,City/Other,Atlanta,Multi-Family,387
202512,Dec 2025,City/Other,Atlanta,Multi-Family,564
202407,Jul 2024,City/Other,Austell,Multi-Family,0
202408,Aug 2024,City/Other,Austell,Multi-Family,0
202409,Sep 2024,City/Other,Austell,Multi-Family,0
202410,Oct 2024,City/Other,Austell,Multi-Family,0
202411,Nov 2024,City/Other,Austell,Multi-Family,0
202412,Dec 2024,City/Other,Austell,Multi-Family,0
202501,Jan 2025,City/Other,Austell,Multi-Family,0
202502,Feb 2025,City/Other,Austell,Multi-Family,0
202503,Mar 2025,City/Other,Austell,Multi-Family,0
202504,Apr 2025,City/Other,Austell,Multi-Family,0
202505,May 2025,City/Other,Austell,Multi-Family,0
202506,Jun 2025,City/Other,Austell,Multi-Family,0
202507,Jul 2025,City/Other,Austell,Multi-Family,0
202508,Aug 2025,City/Other,Austell,Multi-Family,58
202509,Sep 2025,City/Other,Austell,Multi-Family,0
202510,Oct 2025,City/Other,Austell,Multi-Family,0
202511,Nov 2025,City/Other,Austell,Multi-Family,0
202512,Dec 2025,City/Other,Austell,Multi-Family,0
202407,Jul 2024,City/Other,Avondale Estates,Multi-Family,0
202408,Aug 2024,City/Other,Avondale Estates,Multi-Family,0
202409,Sep 2024,City/Other,Avondale Estates,Multi-Family,0
202410,Oct 2024,City/Other,Avondale Estates,Multi-Family,0
202411,Nov 2024,City/Other,Avondale Estates,Multi-Family,0
202412,Dec 2024,City/Other,Avondale Estates,Multi-Family,0
202501,Jan 2025,City/Other,Avondale Estates,Multi-Family,0
202502,Feb 2025,City/Other,Avondale Estates,Multi-Family,0
202503,Mar 2025,City/Other,Avondale Estates,Multi-Family,0
202504,Apr 2025,City/Other,Avondale Estates,Multi-Family,0
